#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|00014	NODE_1_length_141231_cov_51.1498	9400	10161	762	1	No	0	TIGR01528	"nicotinamide mononucleotide transporter PnuC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici
metaerg.pl|08632	NODE_3245_length_493_cov_2.29224	3	491	489	1	No	0	TIGR01704	"MTA/SAH nucleosidase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08711	NODE_3334_length_484_cov_1.2331	203	484	282	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_K
metaerg.pl|08744	NODE_3360_length_481_cov_1.52582	1	480	480	-1	No	0	TIGR00115	"trigger factor"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08763	NODE_3376_length_479_cov_1.75472	73	477	405	-1	No	0	TIGR01088	"3-dehydroquinate dehydratase, type II"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|08768	NODE_3392_length_478_cov_1.14421	3	458	456	-1	No	0	TIGR01378	"thiamine pyrophosphokinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08809	NODE_3423_length_474_cov_2.6969	182	472	291	1	No	0	TIGR02273	"16S rRNA processing protein RimM"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08815	NODE_3438_length_473_cov_1.7823	3	473	471	-1	No	0	TIGR00229	"PAS domain S-box protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08825	NODE_3447_length_472_cov_1.34532	1	471	471	-1	No	0	TIGR00924	"amino acid/peptide transporter (Peptide:H+ symporter)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|08843	NODE_3459_length_471_cov_1.71154	2	469	468	-1	No	0	TIGR00778	"alkylhydroperoxidase AhpD family core domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08843	NODE_3459_length_471_cov_1.71154	2	469	468	-1	No	0	TIGR01926	"uncharacterized peroxidase-related enzyme"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08860	NODE_3485_length_469_cov_2.17874	1	468	468	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|08942	NODE_3563_length_462_cov_1.36855	3	461	459	-1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella bacilliformis
metaerg.pl|08988	NODE_3618_length_457_cov_1.90299	2	457	456	1	No	0	TIGR01726	"amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|09045	NODE_3672_length_453_cov_2.57035	3	452	450	1	No	0	TIGR03625	"50S ribosomal protein uL3"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|09044	NODE_3669_length_453_cov_0.932161	1	399	399	1	No	0	TIGR00043	"rRNA maturation RNase YbeY"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|09049	NODE_3677_length_452_cov_0.934509	3	389	387	1	No	0	TIGR01488	"HAD phosphoserine phosphatase-like hydrolase, family IB"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|09049	NODE_3677_length_452_cov_0.934509	3	389	387	1	No	0	TIGR01490	"HAD hydrolase, family IB"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|09065	NODE_3694_length_451_cov_1.54798	2	451	450	-1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|09071	NODE_3703_length_450_cov_2.02532	1	450	450	1	No	0	TIGR01494	"HAD ATPase, P-type, family IC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|09074	NODE_3705_length_450_cov_1.68608	67	438	372	-1	No	0	TIGR00220	"large conductance mechanosensitive channel protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|09167	NODE_3788_length_442_cov_1.20155	2	442	441	1	No	0	TIGR01613	"phage/plasmid primase, P4 family, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp002294995
metaerg.pl|09171	NODE_3821_length_441_cov_2.47927	3	440	438	-1	No	0	TIGR03696	"RHS repeat-associated core domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|09192	NODE_3831_length_440_cov_1.75844	1	438	438	1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas altamirensis
metaerg.pl|09222	NODE_3856_length_437_cov_1.36649	1	357	357	1	No	0	TIGR02802	"peptidoglycan-associated lipoprotein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09220	NODE_3853_length_437_cov_1.94764	2	436	435	-1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis sp000763945
metaerg.pl|09239	NODE_3892_length_435_cov_1.46842	3	434	432	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium grahamii
metaerg.pl|09233	NODE_3886_length_435_cov_1.08947	121	435	315	-1	No	0	TIGR00242	"division/cell wall cluster transcriptional repressor MraZ"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|09274	NODE_3926_length_433_cov_2.51058	2	313	312	1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09287	NODE_3938_length_432_cov_1.1618	3	431	429	-1	No	0	TIGR03506	"flagellar hook-basal body protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|09299	NODE_3957_length_431_cov_1.19415	73	429	357	-1	No	0	TIGR00401	"peptide-methionine (S)-S-oxide reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09296	NODE_3946_length_431_cov_2.48138	1	405	405	-1	No	0	TIGR03357	"type VI secretion system lysozyme-like protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|09325	NODE_3970_length_430_cov_1.74133	3	428	426	-1	No	0	TIGR03639	"CRISPR-associated endonuclease Cas1, subtype II/NMENI"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|09358	NODE_4003_length_427_cov_1.74462	2	427	426	-1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|09364	NODE_4019_length_426_cov_1.24528	1	426	426	-1	No	0	TIGR01494	"HAD ATPase, P-type, family IC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|09415	NODE_4073_length_422_cov_1.52316	3	422	420	-1	No	0	TIGR00247	"conserved hypothetical protein, YceG family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|09422	NODE_4072_length_422_cov_2.02997	1	420	420	1	No	0	TIGR03033	"putative phage-type endonuclease"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinae_C
metaerg.pl|09414	NODE_4075_length_422_cov_1.65668	1	420	420	-1	No	0	TIGR00276	"epoxyqueuosine reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|09432	NODE_4102_length_421_cov_1.54372	2	391	390	-1	No	0	TIGR01600	"phage minor tail protein L"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis_A
metaerg.pl|09525	NODE_4199_length_413_cov_1.81844	16	339	324	-1	No	0	TIGR02532	"prepilin-type N-terminal cleavage/methylation domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|09536	NODE_4195_length_413_cov_1.57542	212	412	201	1	No	0	TIGR03284	"thymidylate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09645	NODE_4335_length_404_cov_2.59885	2	403	402	1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Parageobacillus_A;s__Parageobacillus_A sp000632515
metaerg.pl|09646	NODE_4323_length_404_cov_1.61318	1	342	342	-1	No	0	TIGR00152	"dephospho-CoA kinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09694	NODE_4386_length_400_cov_1.16812	2	400	399	1	No	0	TIGR00401	"peptide-methionine (S)-S-oxide reductase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|09710	NODE_4400_length_400_cov_0.904348	129	398	270	-1	No	0	TIGR00090	"ribosome silencing factor"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|09797	NODE_4516_length_394_cov_1.38348	3	392	390	1	No	0	TIGR01665	"phage minor structural protein, N-terminal region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|09796	NODE_4504_length_394_cov_1.64602	106	360	255	1	No	0	TIGR00250	"putative transcription antitermination factor YqgF"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|09850	NODE_4574_length_391_cov_1.41964	1	195	195	-1	No	0	TIGR00810	"preprotein translocase, SecG subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09859	NODE_4594_length_390_cov_0.841791	1	390	390	1	No	0	TIGR00035	"aspartate racemase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|09877	NODE_4600_length_389_cov_1.67665	1	387	387	1	No	0	TIGR01634	"phage tail protein I"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|09897	NODE_4611_length_389_cov_1.31138	3	356	354	-1	No	0	TIGR00616	"recombinase, phage RecT family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_G
metaerg.pl|09917	NODE_4649_length_387_cov_1.31928	3	371	369	1	No	0	TIGR00357	"methionine-R-sulfoxide reductase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|09947	NODE_4685_length_385_cov_1.29697	18	383	366	1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|09950	NODE_4689_length_385_cov_0.815152	50	385	336	-1	No	0	TIGR00250	"putative transcription antitermination factor YqgF"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09956	NODE_4700_length_384_cov_1.62918	1	384	384	-1	No	0	TIGR03317	"folate-binding protein YgfZ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|09975	NODE_4716_length_383_cov_1.43293	81	383	303	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus hominis
metaerg.pl|09980	NODE_4717_length_383_cov_1.85671	1	381	381	-1	No	0	TIGR01484	"HAD hydrolase, family IIB"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|10039	NODE_4784_length_379_cov_1.87346	2	379	378	-1	No	0	TIGR00516	"holo-[acyl-carrier-protein] synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10039	NODE_4784_length_379_cov_1.87346	2	379	378	-1	No	0	TIGR00556	"phosphopantetheine--protein transferase domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10062	NODE_4811_length_378_cov_1.92879	13	378	366	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas finlandiensis
metaerg.pl|10077	NODE_4843_length_377_cov_1.22671	3	377	375	-1	No	0	TIGR01494	"HAD ATPase, P-type, family IC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10082	NODE_4838_length_377_cov_0.854037	2	376	375	-1	No	0	TIGR02937	"RNA polymerase sigma factor, sigma-70 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|10130	NODE_4890_length_375_cov_1.65625	2	373	372	-1	No	0	TIGR00826	"PTS system, glucose-like IIB component"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10139	NODE_4907_length_374_cov_1.90596	3	275	273	1	No	0	TIGR03284	"thymidylate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10167	NODE_4935_length_373_cov_0.965409	3	371	369	1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella pelovolcani
metaerg.pl|10189	NODE_4951_length_372_cov_2.04101	2	364	363	1	No	0	TIGR00059	"ribosomal protein bL17"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10195	NODE_4943_length_372_cov_1.17981	92	370	279	1	No	0	TIGR02167	"bacterial surface protein 26-residue repeat"	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900177805
metaerg.pl|10182	NODE_4948_length_372_cov_2.92744	78	329	252	1	No	0	TIGR01682	"molybdopterin converting factor, subunit 1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10208	NODE_4979_length_371_cov_1.56329	2	370	369	-1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K sp002762335
metaerg.pl|10205	NODE_4962_length_371_cov_1.47152	1	369	369	1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10211	NODE_4972_length_371_cov_1.60759	104	370	267	-1	No	0	TIGR02274	"deoxycytidine triphosphate deaminase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10245	NODE_5022_length_369_cov_1.37898	2	367	366	-1	No	0	TIGR02167	"bacterial surface protein 26-residue repeat"	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__C941 sp900317325
metaerg.pl|10327	NODE_5108_length_365_cov_1.33226	1	363	363	1	No	0	TIGR03725	"tRNA threonylcarbamoyl adenosine modification protein YeaZ"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10337	NODE_5123_length_364_cov_1.09709	3	362	360	-1	No	0	TIGR00360	"ComEC/Rec2-related protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10376	NODE_5171_length_362_cov_1.77199	2	187	186	-1	No	0	TIGR00002	"ribosomal protein bS16"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10401	NODE_5191_length_360_cov_2.84918	2	325	324	-1	No	0	TIGR00055	"di-trans,poly-cis-decaprenylcistransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10545	NODE_5350_length_353_cov_2.63758	80	352	273	1	No	0	TIGR01726	"amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10596	NODE_5414_length_351_cov_1.56757	3	350	348	1	No	0	TIGR01256	"molybdate ABC transporter, periplasmic molybdate-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10632	NODE_5448_length_350_cov_1.89831	33	248	216	-1	No	0	TIGR01411	"twin arginine-targeting protein translocase, TatA/E family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|10628	NODE_5459_length_350_cov_1.50508	123	350	228	-1	No	0	TIGR01643	"YD repeat (two copies)"	unknow
metaerg.pl|10657	NODE_5522_length_348_cov_1.4198	132	347	216	1	No	0	TIGR00008	"translation initiation factor IF-1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10691	NODE_5559_length_347_cov_2.4726	1	345	345	-1	No	0	TIGR01254	"ABC transporter periplasmic binding protein, thiB subfamily"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|10724	NODE_5593_length_346_cov_1.39175	3	344	342	-1	No	0	TIGR00739	"preprotein translocase, YajC subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10741	NODE_5612_length_345_cov_0.82069	89	343	255	1	No	0	TIGR00826	"PTS system, glucose-like IIB component"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10746	NODE_5600_length_345_cov_2.80345	84	344	261	1	No	0	TIGR02226	"N-terminal double-transmembrane domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10782	NODE_5647_length_344_cov_1.22837	3	344	342	1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides
metaerg.pl|10786	NODE_5633_length_344_cov_1.42215	3	344	342	-1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10808	NODE_5649_length_343_cov_1.28819	3	341	339	-1	No	0	TIGR00581	"molybdenum cofactor biosynthesis protein C"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10798	NODE_5671_length_343_cov_1.32639	2	343	342	1	No	0	TIGR01494	"HAD ATPase, P-type, family IC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|10821	NODE_5687_length_342_cov_2.5993	2	313	312	-1	No	0	TIGR00829	"PTS system, Fru family, IIB component"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|10968	NODE_5867_length_335_cov_1.67143	25	228	204	-1	No	0	TIGR01031	"ribosomal protein bL32"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|11010	NODE_5903_length_334_cov_1.67742	33	332	300	1	No	0	TIGR03506	"flagellar hook-basal body protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|11064	NODE_5960_length_332_cov_1.35018	118	330	213	1	No	0	TIGR01144	"ATP synthase F0, B subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|11100	NODE_6025_length_330_cov_1.69818	3	329	327	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K paralimentarius_A
metaerg.pl|11124	NODE_6076_length_329_cov_1.64964	2	328	327	-1	No	0	TIGR01727	"oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|11147	NODE_6106_length_328_cov_1.72894	3	326	324	1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Tokpelaia;s__Tokpelaia hoelldoblerii
metaerg.pl|11181	NODE_6122_length_327_cov_1.02206	3	257	255	1	No	0	TIGR02273	"16S rRNA processing protein RimM"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|11353	NODE_6335_length_321_cov_1.34211	130	321	192	1	No	0	TIGR03506	"flagellar hook-basal body protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
