#GO_id	Name	Count	Count_pct
GO:0019413	"acetate biosynthetic process"	1	0.01
GO:0008272	"sulfate transport"	3	0.02
GO:0070402	"NADPH binding"	7	0.04
GO:0042938	"dipeptide transport"	1	0.01
GO:0051991	"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity"	6	0.03
GO:0000976	"transcription regulatory region sequence-specific DNA binding"	10	0.05
GO:0055072	"iron ion homeostasis"	36	0.20
GO:0042773	"ATP synthesis coupled electron transport"	18	0.10
GO:0009229	"thiamine diphosphate biosynthetic process"	16	0.09
GO:0042558	"pteridine-containing compound metabolic process"	12	0.07
GO:0004591	"oxoglutarate dehydrogenase (succinyl-transferring) activity"	2	0.01
GO:0046474	"glycerophospholipid biosynthetic process"	1	0.01
GO:0070677	"rRNA (cytosine-2'-O-)-methyltransferase activity"	6	0.03
GO:0006782	"protoporphyrinogen IX biosynthetic process"	21	0.12
GO:0015685	"ferric-enterobactin transport"	2	0.01
GO:0044158	"host cell wall"	1	0.01
GO:0008914	"leucyltransferase activity"	4	0.02
GO:0047701	"beta-L-arabinosidase activity"	1	0.01
GO:0008976	"polyphosphate kinase activity"	7	0.04
GO:0000324	"fungal-type vacuole"	1	0.01
GO:0003990	"acetylcholinesterase activity"	1	0.01
GO:0008961	"phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity"	2	0.01
GO:0016702	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	1	0.01
GO:0047980	"hippurate hydrolase activity"	7	0.04
GO:0062040	"fungal biofilm matrix"	1	0.01
GO:0008113	"peptide-methionine (S)-S-oxide reductase activity"	6	0.03
GO:0015976	"carbon utilization"	5	0.03
GO:0042158	"lipoprotein biosynthetic process"	8	0.04
GO:0006066	"alcohol metabolic process"	2	0.01
GO:0003994	"aconitate hydratase activity"	9	0.05
GO:0016810	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	6	0.03
GO:0008780	"acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity"	2	0.01
GO:0016831	"carboxy-lyase activity"	8	0.04
GO:0009975	"cyclase activity"	2	0.01
GO:0047964	"glyoxylate reductase activity"	3	0.02
GO:0015295	"solute:proton symporter activity"	5	0.03
GO:0009570	"chloroplast stroma"	5	0.03
GO:0033856	"pyridoxine 5'-phosphate synthase activity"	1	0.01
GO:0008940	"nitrate reductase activity"	11	0.06
GO:0008654	"phospholipid biosynthetic process"	15	0.08
GO:0016655	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	1	0.01
GO:0042174	"negative regulation of sporulation resulting in formation of a cellular spore"	4	0.02
GO:0045040	"protein import into mitochondrial outer membrane"	1	0.01
GO:0008816	"citryl-CoA lyase activity"	1	0.01
GO:0048250	"iron import into the mitochondrion"	1	0.01
GO:0015808	"L-alanine transport"	1	0.01
GO:0008775	"acetate CoA-transferase activity"	1	0.01
GO:0000723	"telomere maintenance"	1	0.01
GO:0047507	"(deoxy)nucleoside-phosphate kinase activity"	1	0.01
GO:0000902	"cell morphogenesis"	7	0.04
GO:0051908	"double-stranded DNA 5'-3' exodeoxyribonuclease activity"	7	0.04
GO:0033819	"lipoyl(octanoyl) transferase activity"	2	0.01
GO:0042338	"cuticle development involved in collagen and cuticulin-based cuticle molting cycle"	1	0.01
GO:0009102	"biotin biosynthetic process"	7	0.04
GO:0015620	"ferric-enterobactin transmembrane transporter activity"	1	0.01
GO:0008771	"[citrate (pro-3S)-lyase] ligase activity"	2	0.01
GO:0009099	"valine biosynthetic process"	21	0.12
GO:0004411	"homogentisate 1,2-dioxygenase activity"	1	0.01
GO:0097163	"sulfur carrier activity"	1	0.01
GO:0016722	"oxidoreductase activity, oxidizing metal ions"	2	0.01
GO:0008534	"oxidized purine nucleobase lesion DNA N-glycosylase activity"	5	0.03
GO:0071500	"cellular response to nitrosative stress"	1	0.01
GO:0031640	"killing of cells of other organism"	1	0.01
GO:0009002	"serine-type D-Ala-D-Ala carboxypeptidase activity"	23	0.13
GO:0009443	"pyridoxal 5'-phosphate salvage"	1	0.01
GO:0048472	"threonine-phosphate decarboxylase activity"	2	0.01
GO:0045273	"respiratory chain complex II"	1	0.01
GO:0102555	"octanoyl transferase activity (acting on glycine-cleavage complex H protein)"	2	0.01
GO:0071280	"cellular response to copper ion"	1	0.01
GO:0006438	"valyl-tRNA aminoacylation"	11	0.06
GO:0004127	"cytidylate kinase activity"	1	0.01
GO:0004457	"lactate dehydrogenase activity"	2	0.01
GO:0052693	"epoxyqueuosine reductase activity"	4	0.02
GO:0004639	"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"	3	0.02
GO:0009052	"pentose-phosphate shunt, non-oxidative branch"	3	0.02
GO:0004735	"pyrroline-5-carboxylate reductase activity"	1	0.01
GO:0006662	"glycerol ether metabolic process"	1	0.01
GO:0006479	"protein methylation"	1	0.01
GO:0030272	"5-formyltetrahydrofolate cyclo-ligase activity"	2	0.01
GO:0004788	"thiamine diphosphokinase activity"	1	0.01
GO:0004040	"amidase activity"	11	0.06
GO:0004029	"aldehyde dehydrogenase (NAD) activity"	2	0.01
GO:0050570	"4-hydroxythreonine-4-phosphate dehydrogenase activity"	3	0.02
GO:0098004	"virus tail fiber assembly"	5	0.03
GO:0051879	"Hsp90 protein binding"	1	0.01
GO:0006040	"amino sugar metabolic process"	1	0.01
GO:0005524	"ATP binding"	1227	6.75
GO:0004069	"L-aspartate:2-oxoglutarate aminotransferase activity"	11	0.06
GO:0004161	"dimethylallyltranstransferase activity"	1	0.01
GO:0006749	"glutathione metabolic process"	4	0.02
GO:0008967	"phosphoglycolate phosphatase activity"	2	0.01
GO:0016323	"basolateral plasma membrane"	1	0.01
GO:0017150	"tRNA dihydrouridine synthase activity"	15	0.08
GO:0004715	"non-membrane spanning protein tyrosine kinase activity"	1	0.01
GO:0034775	"glutathione transmembrane transport"	3	0.02
GO:0004016	"adenylate cyclase activity"	4	0.02
GO:0047355	"CDP-glycerol glycerophosphotransferase activity"	3	0.02
GO:0032977	"membrane insertase activity"	4	0.02
GO:0015936	"coenzyme A metabolic process"	1	0.01
GO:0051536	"iron-sulfur cluster binding"	30	0.16
GO:0019572	"L-arabinose catabolic process"	1	0.01
GO:0003862	"3-isopropylmalate dehydrogenase activity"	4	0.02
GO:0019200	"carbohydrate kinase activity"	1	0.01
GO:0046467	"membrane lipid biosynthetic process"	2	0.01
GO:0004825	"methionine-tRNA ligase activity"	8	0.04
GO:0005839	"proteasome core complex"	3	0.02
GO:0017111	"nucleoside-triphosphatase activity"	2	0.01
GO:0004574	"oligo-1,6-glucosidase activity"	1	0.01
GO:0008910	"kanamycin kinase activity"	2	0.01
GO:0015743	"malate transport"	1	0.01
GO:0046930	"pore complex"	14	0.08
GO:0070689	"L-threonine catabolic process to propionate"	1	0.01
GO:0030476	"ascospore wall assembly"	2	0.01
GO:0098831	"presynaptic active zone cytoplasmic component"	1	0.01
GO:0009000	"selenocysteine lyase activity"	1	0.01
GO:0050109	"morphine 6-dehydrogenase activity"	1	0.01
GO:1901289	"succinyl-CoA catabolic process"	2	0.01
GO:0015935	"small ribosomal subunit"	9	0.05
GO:0009314	"response to radiation"	7	0.04
GO:0050569	"glycolaldehyde dehydrogenase activity"	2	0.01
GO:0019206	"nucleoside kinase activity"	1	0.01
GO:0002083	"4-hydroxybenzoate decaprenyltransferase activity"	1	0.01
GO:0015099	"nickel cation transmembrane transporter activity"	10	0.05
GO:0004332	"fructose-bisphosphate aldolase activity"	3	0.02
GO:0008610	"lipid biosynthetic process"	1	0.01
GO:0071476	"cellular hypotonic response"	1	0.01
GO:0003977	"UDP-N-acetylglucosamine diphosphorylase activity"	3	0.02
GO:0003910	"DNA ligase (ATP) activity"	5	0.03
GO:0008710	"8-amino-7-oxononanoate synthase activity"	1	0.01
GO:0052834	"inositol monophosphate phosphatase activity"	2	0.01
GO:0046943	"carboxylic acid transmembrane transporter activity"	2	0.01
GO:0004113	"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity"	3	0.02
GO:0046835	"carbohydrate phosphorylation"	3	0.02
GO:0003730	"mRNA 3'-UTR binding"	10	0.05
GO:0019246	"L(+)-lactate biosynthetic process from pyruvate"	1	0.01
GO:0030655	"beta-lactam antibiotic catabolic process"	1	0.01
GO:0060153	"modulation by virus of host cell cycle"	2	0.01
GO:0008999	"ribosomal-protein-alanine N-acetyltransferase activity"	3	0.02
GO:0003714	"transcription corepressor activity"	2	0.01
GO:0000746	"conjugation"	4	0.02
GO:0008882	"[glutamate-ammonia-ligase] adenylyltransferase activity"	14	0.08
GO:0007605	"sensory perception of sound"	2	0.01
GO:0033644	"host cell membrane"	3	0.02
GO:0006740	"NADPH regeneration"	2	0.01
GO:0005381	"iron ion transmembrane transporter activity"	2	0.01
GO:0006555	"methionine metabolic process"	2	0.01
GO:0008381	"mechanosensitive ion channel activity"	3	0.02
GO:0103045	"methione N-acyltransferase activity"	5	0.03
GO:0006090	"pyruvate metabolic process"	6	0.03
GO:0004742	"dihydrolipoyllysine-residue acetyltransferase activity"	2	0.01
GO:0070967	"coenzyme F420 binding"	1	0.01
GO:0006518	"peptide metabolic process"	5	0.03
GO:0050845	"teichuronic acid biosynthetic process"	1	0.01
GO:0006829	"zinc ion transport"	15	0.08
GO:0070084	"protein initiator methionine removal"	4	0.02
GO:0016833	"oxo-acid-lyase activity"	1	0.01
GO:0099009	"viral genome circularization"	2	0.01
GO:0006283	"transcription-coupled nucleotide-excision repair"	2	0.01
GO:0004034	"aldose 1-epimerase activity"	1	0.01
GO:0102131	"3-oxo-glutaryl-[acp] methyl ester reductase activity"	1	0.01
GO:0098670	"entry receptor-mediated virion attachment to host cell"	22	0.12
GO:0008168	"methyltransferase activity"	99	0.54
GO:0030170	"pyridoxal phosphate binding"	93	0.51
GO:0009070	"serine family amino acid biosynthetic process"	1	0.01
GO:0031071	"cysteine desulfurase activity"	5	0.03
GO:0004798	"thymidylate kinase activity"	1	0.01
GO:0008784	"alanine racemase activity"	3	0.02
GO:0006306	"DNA methylation"	40	0.22
GO:0008144	"drug binding"	4	0.02
GO:0009396	"folic acid-containing compound biosynthetic process"	4	0.02
GO:0034077	"butanediol metabolic process"	1	0.01
GO:0005750	"mitochondrial respiratory chain complex III"	4	0.02
GO:0008866	"fructuronate reductase activity"	1	0.01
GO:0043335	"protein unfolding"	13	0.07
GO:0006561	"proline biosynthetic process"	4	0.02
GO:0032298	"positive regulation of DNA-dependent DNA replication initiation"	1	0.01
GO:0003957	"NAD(P)+ transhydrogenase (B-specific) activity"	3	0.02
GO:0006364	"rRNA processing"	33	0.18
GO:0030145	"manganese ion binding"	29	0.16
GO:0009098	"leucine biosynthetic process"	12	0.07
GO:0016881	"acid-amino acid ligase activity"	1	0.01
GO:0005623	"cell"	10	0.05
GO:0016298	"lipase activity"	1	0.01
GO:0009927	"histidine phosphotransfer kinase activity"	5	0.03
GO:0031554	"regulation of DNA-templated transcription, termination"	1	0.01
GO:0016629	"12-oxophytodienoate reductase activity"	1	0.01
GO:0060003	"copper ion export"	1	0.01
GO:0085027	"entry into host via enzymatic degradation of host anatomical structure"	1	0.01
GO:0034028	"5-(carboxyamino)imidazole ribonucleotide synthase activity"	2	0.01
GO:0004115	"3',5'-cyclic-AMP phosphodiesterase activity"	1	0.01
GO:0019829	"cation-transporting ATPase activity"	3	0.02
GO:0042645	"mitochondrial nucleoid"	1	0.01
GO:0004641	"phosphoribosylformylglycinamidine cyclo-ligase activity"	2	0.01
GO:0045252	"oxoglutarate dehydrogenase complex"	1	0.01
GO:0018189	"pyrroloquinoline quinone biosynthetic process"	3	0.02
GO:0033094	"butane-1,4-diamine:2-oxoglutarate aminotransferase activity"	1	0.01
GO:0008936	"nicotinamidase activity"	1	0.01
GO:0005666	"RNA polymerase III complex"	1	0.01
GO:0030247	"polysaccharide binding"	1	0.01
GO:0015113	"nitrite transmembrane transporter activity"	1	0.01
GO:0000423	"mitophagy"	1	0.01
GO:0034567	"chromate reductase activity"	1	0.01
GO:0003756	"protein disulfide isomerase activity"	1	0.01
GO:0090307	"mitotic spindle assembly"	1	0.01
GO:0009349	"riboflavin synthase complex"	1	0.01
GO:0072593	"reactive oxygen species metabolic process"	1	0.01
GO:0047580	"4-hydroxyproline epimerase activity"	3	0.02
GO:0009792	"embryo development ending in birth or egg hatching"	1	0.01
GO:0006015	"5-phosphoribose 1-diphosphate biosynthetic process"	5	0.03
GO:0019069	"viral capsid assembly"	40	0.22
GO:0044524	"protein sulfhydration"	1	0.01
GO:0004425	"indole-3-glycerol-phosphate synthase activity"	2	0.01
GO:0035429	"gluconate transmembrane transport"	2	0.01
GO:0016151	"nickel cation binding"	11	0.06
GO:0004358	"glutamate N-acetyltransferase activity"	5	0.03
GO:0009381	"excinuclease ABC activity"	19	0.10
GO:0009567	"double fertilization forming a zygote and endosperm"	1	0.01
GO:0043150	"DNA synthesis involved in double-strand break repair via homologous recombination"	1	0.01
GO:0070290	"N-acylphosphatidylethanolamine-specific phospholipase D activity"	1	0.01
GO:0043904	"isochorismate pyruvate lyase activity"	1	0.01
GO:0000036	"acyl carrier activity"	1	0.01
GO:0016987	"sigma factor activity"	12	0.07
GO:0006487	"protein N-linked glycosylation"	1	0.01
GO:0006955	"immune response"	1	0.01
GO:0006064	"glucuronate catabolic process"	3	0.02
GO:0015184	"L-cystine transmembrane transporter activity"	6	0.03
GO:0008833	"deoxyribonuclease IV (phage-T4-induced) activity"	4	0.02
GO:0071555	"cell wall organization"	118	0.65
GO:0050225	"pseudouridine kinase activity"	1	0.01
GO:0008834	"di-trans,poly-cis-decaprenylcistransferase activity"	1	0.01
GO:1990281	"efflux pump complex"	5	0.03
GO:0006816	"calcium ion transport"	4	0.02
GO:0006000	"fructose metabolic process"	1	0.01
GO:0102017	"ATPase-coupled alkylphosphonate transmembrane transporter activity"	1	0.01
GO:0050144	"nucleoside deoxyribosyltransferase activity"	4	0.02
GO:0047569	"3-oxoadipate CoA-transferase activity"	2	0.01
GO:0003918	"DNA topoisomerase type II (ATP-hydrolyzing) activity"	21	0.12
GO:0005048	"signal sequence binding"	1	0.01
GO:0008906	"inosine kinase activity"	1	0.01
GO:0071996	"glutathione transmembrane import into vacuole"	2	0.01
GO:0006650	"glycerophospholipid metabolic process"	6	0.03
GO:0005509	"calcium ion binding"	7	0.04
GO:0070929	"trans-translation"	1	0.01
GO:0016922	"nuclear receptor binding"	1	0.01
GO:0004044	"amidophosphoribosyltransferase activity"	6	0.03
GO:0035928	"rRNA import into mitochondrion"	1	0.01
GO:0006085	"acetyl-CoA biosynthetic process"	4	0.02
GO:0004130	"cytochrome-c peroxidase activity"	1	0.01
GO:0009399	"nitrogen fixation"	25	0.14
GO:0008453	"alanine-glyoxylate transaminase activity"	1	0.01
GO:0004072	"aspartate kinase activity"	3	0.02
GO:0004820	"glycine-tRNA ligase activity"	13	0.07
GO:0007155	"cell adhesion"	7	0.04
GO:0046429	"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity"	5	0.03
GO:0003911	"DNA ligase (NAD+) activity"	11	0.06
GO:0004412	"homoserine dehydrogenase activity"	3	0.02
GO:0004018	"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"	3	0.02
GO:0046798	"viral portal complex"	3	0.02
GO:0016787	"hydrolase activity"	183	1.01
GO:0009394	"2'-deoxyribonucleotide metabolic process"	6	0.03
GO:0050829	"defense response to Gram-negative bacterium"	1	0.01
GO:0015823	"phenylalanine transport"	1	0.01
GO:0080146	"L-cysteine desulfhydrase activity"	2	0.01
GO:0019516	"lactate oxidation"	6	0.03
GO:0009401	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	69	0.38
GO:0003941	"L-serine ammonia-lyase activity"	6	0.03
GO:0042624	"ATPase activity, uncoupled"	30	0.16
GO:0033468	"CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process"	2	0.01
GO:0006223	"uracil salvage"	4	0.02
GO:0006412	"translation"	86	0.47
GO:0006695	"cholesterol biosynthetic process"	1	0.01
GO:0004746	"riboflavin synthase activity"	2	0.01
GO:0009423	"chorismate biosynthetic process"	18	0.10
GO:0005634	"nucleus"	18	0.10
GO:0009254	"peptidoglycan turnover"	8	0.04
GO:0052747	"sinapyl alcohol dehydrogenase activity"	1	0.01
GO:0019632	"shikimate metabolic process"	3	0.02
GO:0047828	"D-lyxose ketol-isomerase activity"	1	0.01
GO:0050662	"coenzyme binding"	23	0.13
GO:0004617	"phosphoglycerate dehydrogenase activity"	4	0.02
GO:0003949	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity"	3	0.02
GO:0043727	"5-amino-4-imidazole carboxylate lyase activity"	2	0.01
GO:0004674	"protein serine/threonine kinase activity"	4	0.02
GO:1902564	"negative regulation of neutrophil activation"	1	0.01
GO:0017168	"5-oxoprolinase (ATP-hydrolyzing) activity"	3	0.02
GO:0003993	"acid phosphatase activity"	1	0.01
GO:0050832	"defense response to fungus"	1	0.01
GO:0019679	"propionate metabolic process, methylcitrate cycle"	10	0.05
GO:0007005	"mitochondrion organization"	1	0.01
GO:0015415	"ATPase-coupled phosphate ion transmembrane transporter activity"	3	0.02
GO:0015628	"protein secretion by the type II secretion system"	1	0.01
GO:0008725	"DNA-3-methyladenine glycosylase activity"	1	0.01
GO:0008756	"o-succinylbenzoate-CoA ligase activity"	1	0.01
GO:0098027	"virus tail, sheath"	7	0.04
GO:0019477	"L-lysine catabolic process"	6	0.03
GO:0008705	"methionine synthase activity"	9	0.05
GO:1900247	"regulation of cytoplasmic translational elongation"	1	0.01
GO:0009103	"lipopolysaccharide biosynthetic process"	23	0.13
GO:0006572	"tyrosine catabolic process"	1	0.01
GO:0009372	"quorum sensing"	3	0.02
GO:0033907	"beta-D-fucosidase activity"	1	0.01
GO:0042178	"xenobiotic catabolic process"	1	0.01
GO:0004565	"beta-galactosidase activity"	4	0.02
GO:0044355	"clearance of foreign intracellular DNA"	3	0.02
GO:0042884	"microcin transport"	3	0.02
GO:0098026	"virus tail, tube"	6	0.03
GO:0043731	"6-hydroxynicotinate 3-monooxygenase activity"	1	0.01
GO:0042157	"lipoprotein metabolic process"	1	0.01
GO:0006811	"ion transport"	34	0.19
GO:0009276	"Gram-negative-bacterium-type cell wall"	2	0.01
GO:0009411	"response to UV"	1	0.01
GO:0016567	"protein ubiquitination"	1	0.01
GO:0004400	"histidinol-phosphate transaminase activity"	2	0.01
GO:0051978	"lysophospholipid transporter activity"	2	0.01
GO:0003682	"chromatin binding"	1	0.01
GO:0032153	"cell division site"	17	0.09
GO:0009853	"photorespiration"	3	0.02
GO:0033966	"N-substituted formamide deformylase activity"	1	0.01
GO:0009734	"auxin-activated signaling pathway"	1	0.01
GO:0000373	"Group II intron splicing"	1	0.01
GO:0006646	"phosphatidylethanolamine biosynthetic process"	2	0.01
GO:0050538	"N-carbamoyl-L-amino-acid hydrolase activity"	2	0.01
GO:0019343	"cysteine biosynthetic process via cystathionine"	1	0.01
GO:0047794	"cyclohexadienyl dehydrogenase activity"	1	0.01
GO:0015002	"heme-copper terminal oxidase activity"	3	0.02
GO:0030955	"potassium ion binding"	11	0.06
GO:0051603	"proteolysis involved in cellular protein catabolic process"	4	0.02
GO:0006449	"regulation of translational termination"	3	0.02
GO:0030100	"regulation of endocytosis"	1	0.01
GO:0015419	"ATPase-coupled sulfate transmembrane transporter activity"	5	0.03
GO:0030267	"glyoxylate reductase (NADP) activity"	4	0.02
GO:0016032	"viral process"	7	0.04
GO:0005758	"mitochondrial intermembrane space"	2	0.01
GO:0004475	"mannose-1-phosphate guanylyltransferase activity"	3	0.02
GO:0097640	"L-ornithine import across plasma membrane"	1	0.01
GO:0019243	"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"	8	0.04
GO:0003864	"3-methyl-2-oxobutanoate hydroxymethyltransferase activity"	4	0.02
GO:0047419	"N-acetylgalactosamine-6-phosphate deacetylase activity"	2	0.01
GO:0015210	"uracil transmembrane transporter activity"	1	0.01
GO:0008854	"exodeoxyribonuclease V activity"	3	0.02
GO:0042883	"cysteine transport"	1	0.01
GO:0071805	"potassium ion transmembrane transport"	6	0.03
GO:0051116	"cobaltochelatase activity"	4	0.02
GO:0016040	"glutamate synthase (NADH) activity"	1	0.01
GO:0015123	"acetate transmembrane transporter activity"	1	0.01
GO:0047001	"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity"	1	0.01
GO:0071268	"homocysteine biosynthetic process"	2	0.01
GO:0000293	"ferric-chelate reductase activity"	1	0.01
GO:0004657	"proline dehydrogenase activity"	4	0.02
GO:0042274	"ribosomal small subunit biogenesis"	11	0.06
GO:0097175	"1,6-anhydro-N-acetyl-beta-muramic acid catabolic process"	3	0.02
GO:0016614	"oxidoreductase activity, acting on CH-OH group of donors"	8	0.04
GO:0042398	"cellular modified amino acid biosynthetic process"	3	0.02
GO:0003999	"adenine phosphoribosyltransferase activity"	1	0.01
GO:0003908	"methylated-DNA-[protein]-cysteine S-methyltransferase activity"	1	0.01
GO:0047668	"amygdalin beta-glucosidase activity"	1	0.01
GO:0019862	"IgA binding"	1	0.01
GO:0004055	"argininosuccinate synthase activity"	6	0.03
GO:0004075	"biotin carboxylase activity"	7	0.04
GO:0038023	"signaling receptor activity"	3	0.02
GO:0043041	"amino acid activation for nonribosomal peptide biosynthetic process"	1	0.01
GO:0004333	"fumarate hydratase activity"	3	0.02
GO:0006102	"isocitrate metabolic process"	3	0.02
GO:0016462	"pyrophosphatase activity"	9	0.05
GO:0008152	"metabolic process"	19	0.10
GO:0004815	"aspartate-tRNA ligase activity"	7	0.04
GO:0071916	"dipeptide transmembrane transporter activity"	2	0.01
GO:0004004	"ATP-dependent RNA helicase activity"	21	0.12
GO:0052717	"tRNA-specific adenosine-34 deaminase activity"	1	0.01
GO:0006635	"fatty acid beta-oxidation"	5	0.03
GO:0006298	"mismatch repair"	14	0.08
GO:0043199	"sulfate binding"	2	0.01
GO:1901681	"sulfur compound binding"	1	0.01
GO:0008299	"isoprenoid biosynthetic process"	7	0.04
GO:0008645	"hexose transmembrane transport"	1	0.01
GO:0003919	"FMN adenylyltransferase activity"	2	0.01
GO:0034458	"3'-5' RNA helicase activity"	4	0.02
GO:0006310	"DNA recombination"	236	1.30
GO:0009407	"toxin catabolic process"	1	0.01
GO:0043165	"Gram-negative-bacterium-type cell outer membrane assembly"	7	0.04
GO:0007565	"female pregnancy"	1	0.01
GO:0039620	"T=7 icosahedral viral capsid"	3	0.02
GO:0008777	"acetylornithine deacetylase activity"	2	0.01
GO:0103039	"protein methylthiotransferase activity"	3	0.02
GO:0006241	"CTP biosynthetic process"	1	0.01
GO:0004424	"imidazoleglycerol-phosphate dehydratase activity"	3	0.02
GO:0009318	"exodeoxyribonuclease VII complex"	7	0.04
GO:0008883	"glutamyl-tRNA reductase activity"	3	0.02
GO:0005983	"starch catabolic process"	1	0.01
GO:0042742	"defense response to bacterium"	24	0.13
GO:0006569	"tryptophan catabolic process"	1	0.01
GO:0042545	"cell wall modification"	1	0.01
GO:0044205	"'de novo' UMP biosynthetic process"	22	0.12
GO:0008312	"7S RNA binding"	3	0.02
GO:0006171	"cAMP biosynthetic process"	4	0.02
GO:0006422	"aspartyl-tRNA aminoacylation"	7	0.04
GO:0052737	"pyruvate dehydrogenase (quinone) activity"	1	0.01
GO:0019584	"galactonate catabolic process"	1	0.01
GO:0015185	"gamma-aminobutyric acid transmembrane transporter activity"	1	0.01
GO:0045551	"cinnamyl-alcohol dehydrogenase activity"	1	0.01
GO:0004096	"catalase activity"	3	0.02
GO:0042126	"nitrate metabolic process"	6	0.03
GO:0120029	"proton export across plasma membrane"	1	0.01
GO:0022626	"cytosolic ribosome"	1	0.01
GO:0046428	"1,4-dihydroxy-2-naphthoate octaprenyltransferase activity"	1	0.01
GO:0031564	"transcription antitermination"	4	0.02
GO:0009636	"response to toxic substance"	17	0.09
GO:0044318	"L-aspartate:fumarate oxidoreductase activity"	1	0.01
GO:0009753	"response to jasmonic acid"	1	0.01
GO:0070404	"NADH binding"	4	0.02
GO:0009448	"gamma-aminobutyric acid metabolic process"	1	0.01
GO:0008422	"beta-glucosidase activity"	13	0.07
GO:0034232	"ascospore wall chitin catabolic process"	2	0.01
GO:0000270	"peptidoglycan metabolic process"	9	0.05
GO:0015343	"siderophore transmembrane transporter activity"	1	0.01
GO:2001034	"positive regulation of double-strand break repair via nonhomologous end joining"	1	0.01
GO:0015675	"nickel cation transport"	8	0.04
GO:0031145	"anaphase-promoting complex-dependent catabolic process"	1	0.01
GO:0030257	"type III protein secretion system complex"	2	0.01
GO:0003724	"RNA helicase activity"	42	0.23
GO:0000104	"succinate dehydrogenase activity"	3	0.02
GO:0010165	"response to X-ray"	2	0.01
GO:0032775	"DNA methylation on adenine"	22	0.12
GO:0043213	"bacteriocin transport"	1	0.01
GO:0043461	"proton-transporting ATP synthase complex assembly"	3	0.02
GO:0017000	"antibiotic biosynthetic process"	17	0.09
GO:0015995	"chlorophyll biosynthetic process"	1	0.01
GO:0019265	"glycine biosynthetic process, by transamination of glyoxylate"	1	0.01
GO:0019430	"removal of superoxide radicals"	3	0.02
GO:0016774	"phosphotransferase activity, carboxyl group as acceptor"	5	0.03
GO:0018798	"gallate decarboxylase activity"	3	0.02
GO:0008759	"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity"	6	0.03
GO:0004831	"tyrosine-tRNA ligase activity"	1	0.01
GO:0022627	"cytosolic small ribosomal subunit"	3	0.02
GO:0042888	"molybdenum ion transmembrane transporter activity"	2	0.01
GO:0031250	"anaerobic ribonucleoside-triphosphate reductase complex"	1	0.01
GO:0071705	"nitrogen compound transport"	2	0.01
GO:0006119	"oxidative phosphorylation"	5	0.03
GO:0050421	"nitrite reductase (NO-forming) activity"	1	0.01
GO:0004822	"isoleucine-tRNA ligase activity"	13	0.07
GO:0003887	"DNA-directed DNA polymerase activity"	89	0.49
GO:0016993	"precorrin-8X methylmutase activity"	2	0.01
GO:0016742	"hydroxymethyl-, formyl- and related transferase activity"	6	0.03
GO:0009036	"type II site-specific deoxyribonuclease activity"	6	0.03
GO:0004138	"deoxyguanosine kinase activity"	5	0.03
GO:0050334	"thiaminase activity"	4	0.02
GO:0019676	"ammonia assimilation cycle"	3	0.02
GO:0015501	"glutamate:sodium symporter activity"	2	0.01
GO:0008825	"cyclopropane-fatty-acyl-phospholipid synthase activity"	2	0.01
GO:0004749	"ribose phosphate diphosphokinase activity"	2	0.01
GO:0004860	"protein kinase inhibitor activity"	1	0.01
GO:0052655	"L-valine transaminase activity"	3	0.02
GO:0030435	"sporulation resulting in formation of a cellular spore"	20	0.11
GO:0001510	"RNA methylation"	1	0.01
GO:0030497	"fatty acid elongation"	1	0.01
GO:0009611	"response to wounding"	1	0.01
GO:0004619	"phosphoglycerate mutase activity"	4	0.02
GO:1901137	"carbohydrate derivative biosynthetic process"	4	0.02
GO:0019500	"cyanide catabolic process"	1	0.01
GO:0015813	"L-glutamate transmembrane transport"	6	0.03
GO:0099015	"degradation of host chromosome by virus"	4	0.02
GO:0004588	"orotate phosphoribosyltransferase activity"	1	0.01
GO:0008863	"formate dehydrogenase (NAD+) activity"	4	0.02
GO:0006012	"galactose metabolic process"	5	0.03
GO:0002953	"5'-deoxynucleotidase activity"	2	0.01
GO:0015204	"urea transmembrane transporter activity"	1	0.01
GO:0005811	"lipid droplet"	1	0.01
GO:0071995	"phytochelatin import into vacuole"	1	0.01
